Name,Category,Question,Correct Answer
MMLU_test,global_facts,"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people? The options are: A) 36%, B) 51%, C) 66%, D) 81%",C
MMLU_test,global_facts,"As of 2015, what percentage of the global population over 15 years old was literate? The options are: A) 81%, B) 86%, C) 91%, D) 96%",B
MMLU_test,global_facts,"About what percentage of survey respondents from China report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017? The options are: A) 26%, B) 46%, C) 66%, D) 86%",A
MMLU_test,global_facts,"As of 2019, which of the following had the lowest life expectancy? The options are: A) Brazil, B) China, C) Mexico, D) Iran",C
MMLU_test,global_facts,"As of 2019, unsafe water is responsible for about how many deaths each year? The options are: A) 1.2 million, B) 2.4 million, C) 3.6 million, D) 4.8 million",A
MMLU_test,global_facts,"Which of the following causes more deaths globally each year (as of 2017)? The options are: A) Diarrheal diseases, B) Diabetes, C) Dementia, D) Road injuries",C
MMLU_test,global_facts,"About how many people are infected by HIV/AIDS as of 2020? The options are: A) 3 million, B) 14 million, C) 42 million, D) 124 million",C
MMLU_test,global_facts,"What is the percentage of children aged 13-15 in the United States who reported being bullied at least once in the past couple of months as of 2015? The options are: A) 26%, B) 46%, C) 66%, D) 86%",A
MMLU_test,global_facts,"As of 2019, about what percentage of South Koreans say it is necessary to believe in God in order to be moral and have good values? The options are: A) 25%, B) 45%, C) 65%, D) 85%",B
MMLU_test,global_facts,"What is the percentage of children aged 13-15 in Japan who reported being bullied at least once in the past couple of months as of 2015? The options are: A) 6%, B) 16%, C) 36%, D) 66%",C
MMLU_test,global_facts,"As of 2018, about what percentage of US adults say computer programs will always reflect human bias? The options are: A) 43%, B) 58%, C) 73%, D) 88%",B
MMLU_test,global_facts,"As of 2017, the share of GDP spent on the military by China is about The options are: A) 0.50%, B) 2%, C) 6%, D) 12%",B
MMLU_test,global_facts,"The conjecture that inequality first increases with development, then decreases with further development (known as the “inverted U hypothesis”) has, as of 2020, been The options are: A) strongly supported by most studies, B) supported mainly by cross-section, not time-series studies, C) supported mainly by time-series, not cross-section studies, D) generally repudiated by empirical studies",B
MMLU_test,global_facts,"Worldwide, 30 year old men have spent 10 years in school, on average. How many years have women of the same age spent in school, as of 2020? The options are: A) 12 years, B) 9 years, C) 6 years, D) 3 years",B
MMLU_test,global_facts,"As of 2017, the share of deaths in Greenland by suicide is about The options are: A) 0.90%, B) 1.80%, C) 3.60%, D) 7.20%",D
MMLU_test,global_facts,"As of 2019, about what percentage of people from Russia says homosexuality should be accepted by society? The options are: A) 14%, B) 24%, C) 34%, D) 44%",A
MMLU_test,global_facts,"As of 2019, about what percentage of Americans say the relationship between the U.S. and Germany is good? The options are: A) 60%, B) 75%, C) 90%, D) 45%",B
MMLU_test,global_facts,"As of 2019, about what percentage of Americans say it is very important to have free media in our country without government/state censorship? The options are: A) 50%, B) 60%, C) 70%, D) 80%",D
MMLU_test,global_facts,"In 1987 during Iran Contra what percent of Americans believe Reagan was witholding information? The options are: A) 2%, B) 25%, C) 50%, D) 75%",D
MMLU_test,global_facts,"In Sub-Saharan Africa, as of 2020, The options are: A) no nation has been able to grow in the past years., B) the Democratic Republic of Congo has become poorer than it initially was in 1980., C) some countries have had relatively significant growth rates., D) some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.",C
MMLU_test,global_facts,"World Bank data show that in 1995, the poorest 20% of households accounted for 7.5% of household income in Niger, the next 20% of households accounted for 11.8% of income, the middle 20% accounted for 15.5% of income, the second richest 20% accounted for 21.1% of income, and the top 20% accounted for 44.1% of income. What was the cumulative income share of the bottom 60% of households in Niger? The options are: A) 15.50%, B) 34.80%, C) 48.10%, D) 65.20%",B
MMLU_test,global_facts,"How many children between the ages of 5-14 worked globally as of 2012? The options are: A) 5 million, B) 30 million, C) 150 million, D) 500 million",C
MMLU_test,global_facts,"Different less developed countries have different levels of secondary school enrollment. Some countries with high secondary-school enrollment are, as of 2020, The options are: A) Colombia, Peru, Uruguay, and Costa Rica., B) Bhutan, Niger, Cambodia, and Costa Rica., C) Uruguay, Costa Rica, Timor-Leste, and Pakistan., D) Bhutan, Cambodia, Uruguay and Costa Rica.",A
MMLU_test,global_facts,"The percentage of children in Vietnam (age 8) who reported physical punishment by teachers in the past week in 2009 was about what? The options are: A) 10%, B) 20%, C) 40%, D) 80%",B
MMLU_test,global_facts,"The percentage of children in India (age 8) who reported physical punishment by teachers in the past week in 2009 was about what? The options are: A) 38%, B) 58%, C) 78%, D) 98%",C
MMLU_test,global_facts,"Consider the following statements: (1) In every country, people think other individuals in their country are less happy than they actually are. (2) In the United States, women’s happiness has increased both absolutely and relative to men. Which of these statements is True/False? The options are: A) True, True, B) True, False, C) False, True, D) False, False",B
MMLU_test,global_facts,"In 2017, about how many people died from terrorism globally? The options are: A) 260, B) 2,600, C) 26,000, D) 260,000",C
MMLU_test,global_facts,"In 1935 roughly how many Americans were in favor of Social Security act? The options are: A) 90%, B) 70%, C) 50%, D) 30%",A
MMLU_test,global_facts,"Which of the following countries emitted the most CO2 per capita in 2017? The options are: A) Japan, B) Canada, C) Russia, D) Iran",B
MMLU_test,global_facts,"As of 2019, about what percentage of Indians say it is necessary to believe in God in order to be moral and have good values? The options are: A) 59%, B) 69%, C) 79%, D) 89%",C
MMLU_test,global_facts,"What is the percentage of children aged 13-15 in China who reported being in a physical fight at school, one or more times during the past 12 months as of 2015? The options are: A) 9%, B) 19%, C) 39%, D) 59%",B
MMLU_test,global_facts,"The percentage of children in Ethiopia (age 8) who reported physical punishment by teachers in the past week in 2009 was about what? The options are: A) 18%, B) 38%, C) 58%, D) 78%",B
MMLU_test,global_facts,"As of 2018, about what percentage of people from Tunisia say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)? The options are: A) 24%, B) 39%, C) 54%, D) 69%",A
MMLU_test,global_facts,"As of 2015, the global fertility rate was about The options are: A) 1.5 children per woman, B) 2.5 children per woman, C) 3.5 children per woman, D) 4.5 children per woman",B
MMLU_test,global_facts,"What is the median international income as of 2020? The options are: A) $300 , B) $1,000 , C) $10,000 , D) $30,000 ",C
MMLU_test,global_facts,"Before being reelected for a third term as president how many Americans approved of running a third time? The options are: A) 20%, B) 40%, C) 60%, D) 80%",C
MMLU_test,global_facts,"As of 2019, about what percentage of Italians say it is very important to have free media in our country without government/state censorship? The options are: A) 41%, B) 56%, C) 71%, D) 86%",B
MMLU_test,global_facts,"Public spending on education in the world is about what percentage of global GDP as of 2017? The options are: A) 1%, B) 2%, C) 4%, D) 8%",C
MMLU_test,global_facts,"As of 2013, which of the following countries had the highest per capita rate of homelessness? The options are: A) US, B) Chile, C) Ireland, D) Spain",A
MMLU_test,global_facts,"Overall, the growth rate of average incomes in less developed countries between 1960 and 1995 The options are: A) was approximately zero, B) exceeded that of high income countries, C) exceeded that of Britain during the industrial revolution, D) was approximately 3.0% per year",C
MMLU_test,global_facts,"As of 2015, about what percentage of the world’s land area is forested? The options are: A) 15%, B) 30%, C) 45%, D) 60%",B
MMLU_test,global_facts,"The greatest population growth rate has taken place The options are: A) in Africa, which is the poorest region of the world with the lowest overall economic growth., B) in Asia, which is the poorest region of the world with a steady overall economic growth., C) in Asia, which is the poorest region of the world with the lowest overall economic growth., D) in Africa, which is the poorest region of the world with a steady overall economic growth.",C
MMLU_test,global_facts,"The global HIV/AIDS death rate is highest for which of these age groups? The options are: A) Under 5, B) 14-May, C) 15-49, D) over 50",C
MMLU_test,global_facts,"As of 2015, agriculture made up about what percentage of total US GDP? The options are: A) 1%, B) 3%, C) 9%, D) 20%",A
MMLU_test,global_facts,"As of 2017, what percentage of Indians live in urban areas? The options are: A) 19%, B) 34%, C) 49%, D) 64%",B
MMLU_test,global_facts,"Consider the following statements: (1) As countries get richer, the population tends to report higher average life satisfaction. (2) Important life events such as marriage or divorce do affect our happiness, but have surprisingly little long-term impact. Which of these statements is True/False, as of 2020? The options are: A) True, True, B) True, False, C) False, True, D) False, False",A
MMLU_test,global_facts,"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.? The options are: A) 80%, B) 40%, C) -40%, D) -80%",B
MMLU_test,global_facts,"As of 2013, share of people in the United States who think political parties are corrupt is The options are: A) 36%, B) 56%, C) 76%, D) 96%",C
MMLU_test,global_facts,"Which of the following countries invested the largest fraction of its GDP in renewable energy in 2015? The options are: A) China, B) Japan, C) Chile, D) India",C
MMLU_test,global_facts,"As of 2020, about how much do you need to make annually to be among the richest one percent in the world? The options are: A) $150,000 , B) $75,000 , C) $35,000 , D) $15,000 ",C
MMLU_test,global_facts,"In 1943 how many Americans believed in the Holocaust? The options are: A) 30%, B) 50%, C) 70%, D) 90%",B
MMLU_test,global_facts,"Which of the following countries emitted the most CO2 in 2017? The options are: A) Canada, B) Russia, C) Iran, D) Japan",D
MMLU_test,global_facts,"At the time of independence, there were already hundreds of thousands of university graduates in ____, but hardly any at all in ____. The options are: A) India, Congo, B) India, South Korea, C) Congo, South Korea, D) South Korea, India",A
MMLU_test,global_facts,"As of 2013, share of people in the India who think political parties are corrupt is The options are: A) 26%, B) 46%, C) 66%, D) 86%",D
MMLU_test,global_facts,"As of 2019, about what percentage of French people say God plays an important role in their life? The options are: A) 11%, B) 31%, C) 51%, D) 71%",B
MMLU_test,global_facts,"As of 2017, the share of GDP spent on the military by the United States is about The options are: A) 1%, B) 3%, C) 6%, D) 10%",B
MMLU_test,global_facts,"As of 2017, the share of global deaths by suicide is about The options are: A) 0.70%, B) 1.40%, C) 2.80%, D) 5.60%",B
MMLU_test,global_facts,"Many countries that became independent after World War II found that the legacy of colonialism hindered their economic development. The list of hindrances included The options are: A) artificial political boundaries that covered diverse ethnic groups with little in common, B) inadequate access to higher education and training for nationals under the colonial administration, C) control of domestic commerce by foreign minority groups which had been brought in by the colonial power, D) all of the above",D
MMLU_test,global_facts,"Which of the following mental disorders is most prevalent in the world? The options are: A) Bipolar disorder, B) Schizophrenia, C) Alcohol use disorders, D) Anxiety disorders",D
MMLU_test,global_facts,"As of 2017, how many people in the world have some access to electricity? The options are: A) 60%, B) 70%, C) 80%, D) 90%",C
MMLU_test,global_facts,"Before Nixon resigned how many believed he should be removed from office? The options are: A) 79%, B) 98%, C) 33%, D) 57%",D
MMLU_val,global_facts,"As of 2014, about what percentage of primary aged children in Sub-Saharan Africa were out-of-school? The options are: A) 10%, B) 20%, C) 35%, D) 50%",B
MMLU_val,global_facts,"There are two billion children in the world today (2020), aged 0 to 15 years old. How many children will there be in the year 2100 according to the United Nations? The options are: A) 4 billion, B) 3 billion, C) 2 billion, D) 1 billion",C
MMLU_val,global_facts,"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in India? The options are: A) by 4 fold, B) by 8 fold, C) by 16 fold, D) by 32 fold",A
MMLU_val,global_facts,"As of 2020, about what percentage of the population in Sub-Saharan Africa, is living on less than $1.90? The options are: A) 10%, B) 20%, C) 40%, D) 80%",C
MMLU_val,global_facts,"In which of the following country did the largest number of children die under the age of five years in 2017? The options are: A) China, B) United States, C) Indonesia, D) Pakistan",D
MMLU_val,global_facts,"Which of the following is true about the global growth rate? The options are: A) The global growth rate was four times as high 50 years ago as it is in 2020., B) The global growth rate was two times as high 50 years ago as it is in 2020., C) The global growth rate is two times as high as it is in 2020., D) The global growth rate is four times as high today as it is in 2020.",B
MMLU_val,global_facts,"Most Latin American countries achieved independence The options are: A) shortly after World War II, B) in the 1960s, C) around the time of World War I, D) in the early nineteenth century",D
MMLU_val,global_facts,"After the Atom bomb how many Americans support giving aid to Japan even at the cost of food shortages? The options are: A) 33%, B) 50%, C) 66%, D) 85%",C
MMLU_val,global_facts,"In 1948 how many Americans believed the Kinsey Report on Sexuality in the Male to be a bad thing? The options are: A) 92%, B) 64%, C) 27%, D) 11%",D
MMLU_val,global_facts,"Total global healthcare expenditure is about what percentage of global GDP as of 2017? The options are: A) 1%, B) 2%, C) 5%, D) 10%",D
MMLU_dev,global_facts,"Which of the following pairs of statements are both true (as of 2019)? The options are: A) People tend to be optimistic about their own future and the future of their nation or the world., B) People tend to be optimistic about their own future but pessimistic about the future of their nation or the world., C) People tend to be pessimistic about their own future but optimistic about the future of their nation or the world., D) People tend to be pessimistic about their own future and the future of their nation or the world.",B
MMLU_dev,global_facts,"As of 2019, about what percentage of Americans agree that the state is run for the benefit of all the people? The options are: A) 31%, B) 46%, C) 61%, D) 76%",B
MMLU_dev,global_facts,"As of 2015, since 1990 forests have ____ in Europe and have ____ in Africa and the Americas. The options are: A) increased, increased, B) increased, decreased, C) decreased, increased, D) decreased, decreased",B
MMLU_dev,global_facts,"As of 2019, about what percentage of Russians say it is very important to have free media in our country without government/state censorship? The options are: A) 38%, B) 53%, C) 68%, D) 83%",A
MMLU_dev,global_facts,"As of 2017, how many of the world’s 1-year-old children today have been vaccinated against some disease? * The options are: A) 80%, B) 60%, C) 40%, D) 20%",A
